,CustomerID,Age,AvgMonthlyGBDownload,AvgMonthlyLongDistanceCharges,ChurnCategory,ChurnReason,ChurnScore,City,CLTV,Country,Latitude,Longitude,Married,Referrals,Population,ReferredFriend,SatisfactionScore,StreamingMusic,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRefunds,TotalRevenue,UnlimitedData,ZipCode
4859,7594-RQHXR,20,52,21.72,Other,Deceased,94,Covina,3108,United States,34.097345,-117.906736,No,0,33817,No,'2',Yes,0,21.72,0.0,101.32,Yes,'91722'
4860,7318-EIVKO,38,22,48.2,,,54,Shandon,3003,United States,35.634488,-120.293534,No,0,1255,No,'3',No,0,385.6,0.0,822.2,Yes,'93461'
4861,3345-PBBFH,24,53,2.38,,,25,Fowler,5922,United States,36.625792,-119.672483,Yes,6,5635,Yes,'5',No,0,19.04,0.0,412.49,Yes,'93625'
4862,7577-SWIFR,49,2,16.64,,,28,Glendale,5579,United States,34.162515,-118.203869,No,0,31297,No,'5',Yes,0,16.64,0.0,105.89,Yes,'91206'
4863,9347-AERRL,60,0,36.14,,,68,Desert Hot Springs,2111,United States,33.948558,-116.516976,Yes,3,22796,Yes,'5',No,0,831.22,0.0,1317.42,No,'92240'
4864,3022-BEXHZ,19,47,40.96,,,71,Sonoma,6060,United States,38.25485,-122.461799,Yes,6,34314,Yes,'4',Yes,0,2744.32,0.0,10275.12,Yes,'95476'
4865,2911-WDXMV,29,48,41.08,,,37,Fontana,5334,United States,34.087558,-117.464096,No,0,82630,No,'5',No,0,739.44,0.0,2146.09,Yes,'92335'
4866,8065-BVEPF,80,3,18.23,,,52,Yorkville,4574,United States,38.888351,-123.239647,No,0,335,No,'4',Yes,0,1184.95,0.0,7681.1,Yes,'95494'
4867,6330-JKLPC,42,27,11.5,Dissatisfaction,Product dissatisfaction,75,Somis,5119,United States,34.297628,-119.014627,Yes,3,2966,Yes,'1',No,0,126.5,0.0,1023.4,Yes,'93066'
4868,7239-HZZCX,21,0,29.33,Competitor,Competitor made better offer,91,Lancaster,4851,United States,34.712708,-117.889656,No,0,57794,No,'3',No,0,29.33,0.0,49.08,No,'93535'
4869,8050-DVOJX,67,10,43.19,,,69,Keeler,4537,United States,36.560498,-117.962461,No,0,71,No,'4',Yes,0,2116.31,0.0,6177.21,Yes,'93530'
4870,1323-OOEPC,45,24,41.74,Price,Extra data charges,87,Prather,6481,United States,37.007238,-119.505661,Yes,1,1314,Yes,'2',Yes,0,2212.22,0.0,7361.72,Yes,'93651'
4871,7576-ASEJU,38,11,25.16,,,56,Azusa,5246,United States,34.174493,-117.87068,Yes,10,57775,Yes,'4',Yes,0,1031.56,0.0,4219.21,Yes,'91702'
4872,1338-CECEE,28,51,13.58,,,54,Mount Hermon,3877,United States,37.051166,-122.056194,Yes,4,77,Yes,'4',No,0,556.78,38.37,3358.36,Yes,'95041'
4873,0274-JKUJR,21,47,0.0,,,76,Los Angeles,3332,United States,33.994524,-118.149953,Yes,9,9805,Yes,'3',Yes,0,0.0,0.0,465.7,Yes,'90040'
4874,9239-ZBZZV,23,71,0.0,Competitor,Competitor had better devices,80,Los Angeles,2240,United States,34.00709,-118.258681,No,0,101215,No,'1',Yes,0,0.0,0.0,305.1,Yes,'90011'
4875,9102-OXKFY,35,9,49.48,,,64,Camptonville,4293,United States,39.432127,-121.099287,No,0,632,No,'3',No,0,2919.32,0.0,6035.47,Yes,'95922'
4876,6317-YPKDH,54,27,0.0,Competitor,Competitor had better devices,95,Glendale,4534,United States,34.167926,-118.267539,No,0,21990,No,'1',No,0,0.0,0.0,29.95,Yes,'91202'
4877,6284-AHOOQ,71,27,46.11,Other,Don't know,71,Avenal,5014,United States,35.916943,-120.129921,No,0,14697,No,'1',No,0,1014.42,0.0,2925.02,Yes,'93204'
4878,9650-VBUOG,44,0,33.1,,,73,Tranquillity,3772,United States,36.635661,-120.288644,Yes,9,1130,Yes,'3',No,0,1257.8,0.0,2221.75,No,'93668'
4879,6480-YAGIY,57,3,28.72,,,74,San Francisco,3091,United States,37.770533,-122.445121,No,0,38756,No,'3',Yes,0,1292.4,0.0,6324.25,Yes,'94117'
4880,7377-DMMRI,35,11,13.73,Attitude,Attitude of support person,89,Exeter,4134,United States,36.301689,-119.018233,No,0,13333,No,'1',No,0,27.46,0.0,119.91,Yes,'93221'
4881,5172-RKOCB,28,53,21.26,,,21,Piercy,5758,United States,39.955587,-123.681175,Yes,0,200,No,'4',Yes,0,1530.72,0.0,9405.72,Yes,'95587'
4882,2223-GDSHL,41,18,26.38,,,62,Fountain Valley,6481,United States,33.712036,-117.950113,Yes,5,54548,Yes,'3',Yes,110,1872.98,42.57,10237.91,No,'92708'
4883,9894-QMIMJ,55,8,9.04,,,20,North Hollywood,2499,United States,34.15136,-118.364786,No,0,16996,No,'3',No,0,207.92,0.0,1535.77,Yes,'91602'
4884,5275-PMFUT,52,18,0.0,,,72,Chualar,4036,United States,36.596271,-121.442274,Yes,9,1140,Yes,'3',Yes,0,0.0,0.0,4719.75,Yes,'93925'
4885,6960-HVYXR,20,52,35.01,Competitor,Competitor made better offer,72,Rio Linda,2567,United States,38.688764,-121.457596,No,0,14010,No,'1',No,0,35.01,0.0,111.01,Yes,'95673'
4886,2860-RANUS,67,15,29.29,Price,Price too high,75,Mc Kittrick,3336,United States,35.38381,-119.730885,No,0,302,No,'1',Yes,0,585.8,0.0,2313.3,Yes,'93251'
4887,3001-CBHLQ,76,22,43.51,Attitude,Attitude of support person,79,Angels Camp,3966,United States,38.071327,-120.632221,Yes,1,4264,Yes,'1',No,0,1392.32,33.73,4710.14,Yes,'95222'
4888,2550-AEVRU,33,11,17.01,,,21,Woodland Hills,5660,United States,34.153733,-118.593408,Yes,1,25988,Yes,'3',No,0,969.57,0.0,4022.57,Yes,'91364'
4889,9447-YPTBX,30,0,28.1,,,39,Alhambra,4358,United States,34.090925,-118.128164,Yes,1,54382,Yes,'5',No,0,1405.0,0.0,2348.1,No,'91801'
4890,7108-DGVUU,73,18,30.3,,,38,Lookout,2784,United States,41.280478,-121.160249,Yes,4,386,Yes,'5',No,100,636.3,0.0,2233.35,No,'96054'
4891,2887-JPYLU,58,28,38.94,,,42,Stinson Beach,4418,United States,37.921137,-122.657562,No,0,781,No,'5',No,0,1596.54,0.0,3438.44,Yes,'94970'
4892,4652-NNHNY,32,30,17.96,Other,Don't know,77,Fellows,3226,United States,35.215731,-119.57013,Yes,1,626,Yes,'1',No,0,287.36,0.0,1571.56,Yes,'93224'
4893,9770-KXGQU,52,12,29.39,,,20,Moreno Valley,4635,United States,33.907361,-117.109972,No,0,12743,No,'3',No,0,1557.67,0.0,6869.52,Yes,'92555'
4894,1935-IMVBB,43,14,3.79,,,49,San Diego,5955,United States,32.741852,-117.243453,Yes,1,27959,Yes,'4',Yes,0,212.24,41.66,5123.53,Yes,'92107'
4895,8757-TFHHJ,55,13,38.21,,,24,San Jose,2978,United States,37.316146,-121.936285,No,0,32804,No,'3',No,0,38.21,0.0,88.01,Yes,'95128'
4896,2346-CZYIL,42,0,39.77,,,52,Beverly Hills,4962,United States,34.063947,-118.383001,No,0,8321,No,'3',No,0,1073.79,0.0,1605.39,No,'90211'
4897,0975-UYDTX,46,19,25.63,,,39,Glendale,2068,United States,34.182378,-118.262922,Yes,1,9864,Yes,'3',Yes,0,666.38,47.79,2931.14,Yes,'91207'
4898,4950-HKQTE,47,0,5.28,,,64,Morro Bay,5676,United States,35.369553,-120.763864,No,0,10909,No,'4',No,0,116.16,0.0,722.06,No,'93442'
4899,1449-XQEMT,33,0,15.12,Price,Long distance charges,79,Susanville,4323,United States,40.559177,-120.612113,No,0,19440,No,'1',No,0,45.36,0.0,103.51,No,'96130'
4900,4987-GQWPO,48,11,0.0,,,33,Huntington Beach,4580,United States,33.723579,-118.005441,No,0,58764,No,'4',No,0,0.0,0.0,382.8,Yes,'92647'
4901,1932-UEDCX,79,22,44.1,,,55,Manchester,3669,United States,38.966713,-123.586412,Yes,6,586,Yes,'4',No,0,1455.3,0.0,4725.55,Yes,'95459'
4902,9611-CTWIH,56,13,16.15,Competitor,Competitor made better offer,84,Garden Grove,3591,United States,33.786738,-117.982564,No,0,31428,No,'3',Yes,0,48.45,0.0,288.9,Yes,'92841'
4903,0181-RITDD,42,20,1.76,,,43,San Diego,5298,United States,32.807867,-117.060993,Yes,2,25569,Yes,'4',Yes,0,109.12,0.0,6934.77,Yes,'92120'
4904,5177-RVZNU,28,0,10.23,,,43,Redding,4186,United States,40.527834,-122.318749,No,0,30338,No,'3',No,0,378.51,0.0,1133.91,No,'96002'
4905,6969-MVBAI,66,4,40.0,,,48,Davis Creek,2893,United States,41.750354,-120.403885,No,0,104,No,'5',No,0,360.0,0.0,1176.8,Yes,'96108'
4906,8138-EALND,35,0,3.49,,,29,Laguna Hills,4123,United States,33.606899,-117.717854,No,0,48273,No,'5',No,0,52.35,0.0,363.95,No,'92653'
4907,2388-LAESQ,74,25,28.72,,,26,Manchester,4796,United States,38.966713,-123.586412,Yes,3,586,Yes,'3',No,0,2067.84,0.0,10385.79,Yes,'95459'
4908,8752-IMQOS,28,0,5.2,,,42,Fullerton,2894,United States,33.868316,-117.929029,Yes,1,24502,Yes,'3',No,0,26.0,0.0,111.1,No,'92832'
4909,9592-ERDKV,43,28,9.26,,,74,Mc Farland,2322,United States,35.666886,-119.186717,Yes,6,10781,Yes,'3',Yes,0,342.62,0.0,3254.42,Yes,'93250'
4910,1552-AAGRX,22,73,42.49,,,35,Visalia,5503,United States,36.303793,-119.375646,No,0,44741,No,'4',Yes,60,1274.7,0.0,4546.6,No,'93277'
4911,6323-AYBRX,51,0,26.63,Price,Price too high,83,Ontario,5084,United States,34.057256,-117.667677,No,0,54254,No,'3',No,0,1571.17,14.22,2656.55,No,'91762'
4912,0519-XUZJU,56,8,26.0,Dissatisfaction,Service dissatisfaction,93,Felton,3963,United States,37.089111,-122.062213,No,0,8728,No,'2',No,0,26.0,0.0,96.75,Yes,'95018'
4913,2812-ENYMO,22,82,0.0,,,54,Orick,4296,United States,41.336354,-124.044354,No,0,494,No,'4',Yes,0,0.0,0.0,1362.85,Yes,'95555'
4914,6034-ZRYCV,51,15,0.0,Competitor,Competitor offered more data,66,Sacramento,4481,United States,38.691607,-121.602284,Yes,1,264,Yes,'3',Yes,0,0.0,0.0,3937.45,Yes,'95837'
4915,4237-CLSMM,45,0,34.38,,,77,Highland,4823,United States,34.129677,-117.154277,Yes,10,48245,Yes,'4',No,0,68.76,0.0,106.76,No,'92346'
4916,7978-DKUQH,26,82,37.1,,,35,Lake Elsinore,4591,United States,33.705836,-117.318204,Yes,7,4546,Yes,'5',No,0,927.5,0.0,2725.25,Yes,'92532'
4917,8634-CILSZ,52,3,20.44,Competitor,Competitor made better offer,71,San Diego,6350,United States,32.787836,-117.232376,No,0,46086,No,'3',Yes,0,1410.36,0.0,8630.71,Yes,'92109'
4918,9173-IVZVP,48,0,43.71,,,64,Sherman Oaks,4254,United States,34.147149,-118.463365,Yes,1,22085,Yes,'5',No,0,2316.63,0.0,3462.68,No,'91403'
4919,4106-HADHQ,42,9,35.7,Other,Moved,76,Emigrant Gap,2704,United States,39.23754,-120.720196,Yes,1,185,Yes,'1',Yes,0,1392.3,0.0,4575.25,Yes,'95715'
4920,3804-RVTGV,55,14,42.21,Price,Price too high,91,Mountain View,5812,United States,37.419725,-122.062947,Yes,6,27822,Yes,'2',Yes,0,2110.5,0.0,7128.4,Yes,'94043'
4921,2034-GDRCN,47,8,10.53,Other,Don't know,76,San Diego,4157,United States,32.85723,-117.209774,No,0,34902,No,'3',Yes,0,21.06,0.0,189.26,Yes,'92122'
4922,5850-BDWCY,64,0,43.18,,,26,Los Angeles,5029,United States,33.954017,-118.402447,No,0,39334,No,'5',No,0,259.08,0.0,382.73,No,'90045'
4923,9644-KVCNC,49,28,19.68,,,77,Fountain Valley,4928,United States,33.712036,-117.950113,No,0,54548,No,'4',No,0,1298.88,0.0,7355.78,Yes,'92708'
4924,0869-PAPRP,68,4,46.24,,,23,Pixley,3935,United States,35.957019,-119.330928,Yes,4,4198,Yes,'3',No,0,1202.24,0.0,3269.24,Yes,'93256'
4925,7795-CFOCW,53,10,0.0,,,66,Los Angeles,4307,United States,34.076259,-118.310715,No,0,67852,No,'3',No,0,0.0,0.0,1840.75,Yes,'90004'
4926,2882-DDZPG,27,0,35.81,,,76,San Carlos,4862,United States,37.497915,-122.267361,No,0,28098,No,'4',No,0,429.72,0.0,657.17,No,'94070'
4927,4967-WPNCF,36,14,0.0,,,46,Huron,4921,United States,36.217864,-120.080117,No,0,6918,No,'3',Yes,0,0.0,0.0,4464.8,Yes,'93234'
4928,4770-UEZOX,19,52,43.56,,,34,Fallbrook,4545,United States,33.362575,-117.299644,No,0,42239,No,'3',No,0,87.12,0.0,231.92,Yes,'92028'
4929,3012-VFFMN,61,0,5.01,,,74,Richvale,4058,United States,39.495768,-121.747472,Yes,7,74,Yes,'3',No,0,35.07,0.0,194.02,No,'95974'
4930,2595-KIWPV,48,0,32.28,,,79,Tecate,4052,United States,32.587557,-116.636816,No,0,91,No,'3',No,0,871.56,0.0,1380.86,No,'91980'
4931,1395-OFUWC,44,53,0.0,,,70,Los Angeles,4741,United States,34.057496,-118.413959,Yes,5,2527,Yes,'3',No,0,0.0,0.0,1224.05,Yes,'90067'
4932,9931-DCEZH,55,22,34.43,,,74,Roseville,4711,United States,38.784329,-121.373245,No,0,25418,No,'3',No,0,964.04,0.0,2480.64,Yes,'95747'
4933,6794-HKIAJ,44,2,18.9,,,67,Redondo Beach,5496,United States,33.873395,-118.37019,No,0,37322,No,'3',No,0,1171.8,0.0,6758.25,Yes,'90278'
4934,3755-JBMNH,78,5,45.9,Competitor,Competitor offered more data,86,Huntington Beach,3327,United States,33.679659,-118.016195,Yes,1,42663,Yes,'1',No,0,734.4,0.0,1902.2,Yes,'92648'
4935,3194-ORPIK,59,17,35.33,Competitor,Competitor had better devices,80,San Diego,5135,United States,32.697098,-117.116587,Yes,1,47431,Yes,'1',No,0,1766.5,0.0,5882.65,Yes,'92113'
4936,1589-AGTLK,26,59,36.48,Other,Don't know,90,San Diego,2450,United States,32.961064,-117.134917,No,0,47224,No,'3',No,0,109.44,0.0,250.94,Yes,'92129'
4937,4701-AHWMW,30,42,0.0,Attitude,Attitude of service provider,69,Susanville,6041,United States,40.559177,-120.612113,Yes,1,19440,Yes,'1',Yes,50,0.0,0.0,3028.3,No,'96130'
4938,8809-XKHMD,62,15,43.84,,,54,Sacramento,6082,United States,38.486938,-121.395805,Yes,5,54880,Yes,'5',Yes,0,3156.48,0.0,10481.58,Yes,'95828'
4939,9174-FKWZE,70,0,22.92,Dissatisfaction,Limited range of services,78,Sacramento,3848,United States,38.567594,-121.437507,No,0,15975,No,'1',No,0,22.92,0.0,42.37,No,'95819'
4940,2826-UWHIS,64,19,1.59,,,55,Sequoia National Park,5602,United States,36.527243,-118.594938,Yes,4,56,Yes,'5',No,0,71.55,0.0,3847.4,Yes,'93262'
4941,5439-WIKXB,65,2,46.46,,,45,Newhall,4914,United States,34.370378,-118.504118,Yes,8,30742,Yes,'3',Yes,40,1904.86,0.0,5796.31,No,'91321'
4942,0301-FIDRB,61,22,0.0,,,32,Fulton,6107,United States,38.493888,-122.777141,Yes,8,476,Yes,'4',Yes,0,0.0,0.0,4684.3,Yes,'95439'
4943,3898-BSJYF,23,26,14.24,,,29,Herlong,4434,United States,40.198234,-120.18089,No,0,946,No,'3',Yes,0,142.4,0.0,835.7,Yes,'96113'
4944,6440-DKQGE,52,6,27.88,,,30,Carson,4320,United States,33.859171,-118.252272,No,0,25566,No,'5',No,0,836.4,0.0,2766.35,No,'90746'
4945,8398-TBIYD,45,22,8.48,,,78,Castro Valley,4520,United States,37.722727,-122.02157,No,0,13212,No,'3',No,0,610.56,0.0,6795.71,Yes,'94552'
4946,3882-IYOIJ,41,28,43.33,,,36,Yorba Linda,5328,United States,33.897253,-117.792202,Yes,1,39458,Yes,'5',Yes,0,2599.8,11.85,9346.4,Yes,'92886'
4947,6599-SFQVE,27,58,37.57,,,21,Santa Clara,2629,United States,37.348129,-121.98469,No,0,52986,No,'5',Yes,0,225.42,0.0,565.82,Yes,'95051'
4948,8182-PNAGI,50,26,46.58,Price,Extra data charges,67,Pico Rivera,3624,United States,33.989524,-118.089299,No,0,63288,No,'1',No,120,558.96,0.0,1272.71,No,'90660'
4949,1391-UBDAR,27,76,18.33,,,71,Riverside,3042,United States,33.9108,-117.398153,No,0,46550,No,'3',No,0,201.63,0.0,1020.08,Yes,'92504'
4950,0691-IFBQW,65,20,2.37,Competitor,Competitor made better offer,81,Biola,2403,United States,36.798882,-120.019511,No,0,807,No,'1',Yes,0,109.02,0.0,4983.82,Yes,'93606'
4951,0799-DDIHE,24,27,24.27,,,68,Grenada,3103,United States,41.599978,-122.539381,Yes,7,616,Yes,'5',No,0,364.05,0.0,1003.5,Yes,'96038'
4952,4324-BZCKL,30,59,5.74,,,41,Paynes Creek,2530,United States,40.343213,-121.815412,Yes,6,433,Yes,'5',No,0,57.4,0.0,608.7,Yes,'96075'
4953,6261-LHRTG,27,42,39.84,,,23,Upland,4020,United States,34.105493,-117.660934,No,0,48827,No,'4',No,0,1035.84,0.0,2442.74,Yes,'91786'
4954,3398-GCPMU,74,24,5.77,,,25,Fullerton,4993,United States,33.877639,-117.961212,Yes,4,46105,Yes,'3',No,0,415.44,0.0,6864.29,Yes,'92833'
4955,2911-IJORQ,42,6,44.52,,,26,Stirling City,2546,United States,39.904002,-121.527823,No,0,28,No,'4',Yes,0,1647.24,8.96,4996.93,Yes,'95978'
4956,0931-MHTEM,36,20,34.27,,,69,Big Bar,4478,United States,40.775272,-123.287414,No,0,269,No,'4',Yes,0,1850.58,0.0,7150.23,Yes,'96010'
4957,5616-PRTNT,30,0,22.78,Attitude,Attitude of support person,86,Desert Center,3785,United States,33.889605,-115.257009,No,0,964,No,'2',No,0,455.6,0.0,830.1,No,'92239'
4958,3254-YRILK,74,9,39.97,Competitor,Competitor had better devices,69,Dobbins,5683,United States,39.381174,-121.21191,No,0,614,No,'1',No,0,759.43,0.0,2535.23,Yes,'95935'
4959,6857-TKDJV,60,0,14.41,,,62,Strawberry Valley,4444,United States,39.58458,-121.093256,Yes,6,101,Yes,'5',No,0,965.47,0.0,2585.92,No,'95981'
4960,8631-NBHFZ,71,15,30.03,Competitor,Competitor offered higher download speeds,73,Running Springs,5910,United States,34.186211,-117.07683,Yes,1,5395,Yes,'1',No,150,1981.98,0.0,7286.58,No,'92382'
4961,5087-SUURX,46,30,0.0,Dissatisfaction,Lack of self-service on Website,66,Yorba Linda,2601,United States,33.884073,-117.732197,Yes,1,20893,Yes,'3',No,0,0.0,0.0,669.85,Yes,'92887'
4962,9921-QFQUL,33,15,22.17,,,50,Garden Valley,5110,United States,38.852544,-120.837669,Yes,2,2536,Yes,'4',Yes,0,509.91,0.0,2554.86,Yes,'95633'
4963,4581-LNWUM,47,27,0.0,,,78,San Pablo,3000,United States,37.980269,-122.342635,No,0,55720,No,'3',Yes,0,0.0,0.0,649.4,Yes,'94806'
4964,5829-NVSQN,38,29,31.39,,,34,Gonzales,3519,United States,36.52588,-121.396719,Yes,3,9023,Yes,'3',Yes,0,721.97,0.0,2411.42,Yes,'93926'
4965,4623-ZKHLY,43,0,20.78,,,28,Ontario,3727,United States,34.057256,-117.667677,Yes,1,54254,Yes,'4',No,0,457.16,0.0,928.71,No,'91762'
4966,5312-TSZVC,36,0,23.56,,,34,Hyampom,4818,United States,40.648024,-123.465088,No,0,268,No,'5',No,0,353.4,0.0,624.0,No,'96046'
4967,5296-BFCYD,35,0,14.91,,,24,San Fernando,3392,United States,34.286131,-118.435969,Yes,4,33389,Yes,'5',No,0,685.86,0.0,1622.71,No,'91340'
4968,2592-YKDIF,47,0,44.09,,,72,North Highlands,5774,United States,38.671295,-121.388251,No,0,32202,No,'3',No,0,44.09,0.0,64.44,No,'95660'
4969,7369-TRPFD,62,0,17.17,,,43,Chatsworth,2916,United States,34.294142,-118.603883,No,0,35325,No,'3',No,0,326.23,0.0,605.43,No,'91311'
4970,1229-RCALF,37,29,46.44,,,45,San Jose,5189,United States,37.311088,-121.961786,Yes,1,29914,Yes,'4',Yes,0,2972.16,0.0,10368.31,Yes,'95117'
4971,0599-XNYDO,51,28,43.49,,,33,Graton,5456,United States,38.434362,-122.86891,Yes,0,390,No,'5',No,0,869.8,0.0,2410.15,Yes,'95444'
4972,2896-TBNBE,46,24,12.97,,,26,Guadalupe,3387,United States,34.936,-120.594655,Yes,5,5726,Yes,'3',No,0,518.8,0.0,3651.55,Yes,'93434'
4973,9277-JOOMO,27,0,26.33,,,56,Garberville,5756,United States,40.057784,-123.679461,No,0,2423,No,'4',No,0,78.99,0.0,165.34,No,'95542'
4974,2957-LOLHO,49,14,11.12,Competitor,Competitor made better offer,68,Fallbrook,2887,United States,33.362575,-117.299644,No,0,42239,No,'3',No,0,133.44,0.0,652.34,Yes,'92028'
4975,1120-BMWUB,36,8,6.86,Other,Don't know,65,Los Angeles,5091,United States,33.987945,-118.370442,No,0,8115,No,'3',No,40,109.76,0.0,983.91,No,'90056'
4976,7479-NITWS,35,17,36.84,Price,Price too high,91,Green Valley Lake,4154,United States,34.244411,-117.072654,No,0,317,No,'1',No,60,257.88,0.0,949.73,No,'92341'
4977,7602-DBTOU,46,0,37.83,,,20,San Francisco,4890,United States,37.776718,-122.495781,Yes,2,42476,Yes,'4',No,0,2685.93,0.0,4102.43,No,'94121'
4978,2037-XJFUP,24,41,41.8,Competitor,Competitor made better offer,76,Temecula,4161,United States,33.507255,-117.029473,Yes,1,46171,Yes,'2',Yes,60,1379.4,0.0,4476.15,No,'92592'
4979,6408-OTUBZ,44,26,16.39,,,53,Glendale,4494,United States,34.195386,-118.238508,No,0,16910,No,'3',No,0,1081.74,0.0,7860.79,Yes,'91208'
4980,2333-KWEWW,64,0,26.26,,,20,Fresno,2782,United States,36.732694,-119.783786,No,0,6848,No,'3',No,0,472.68,0.0,861.28,No,'93721'
4981,8620-RJPZN,27,0,45.86,,,68,Los Altos,3061,United States,37.349546,-122.134356,No,0,18486,No,'5',No,0,45.86,0.0,66.56,No,'94022'
4982,8807-ARQET,59,21,0.0,,,79,Angels Camp,2454,United States,38.071327,-120.632221,No,0,4264,No,'5',Yes,0,0.0,0.0,1677.85,Yes,'95222'
4983,0289-IVARM,57,20,44.81,,,34,Parlier,3463,United States,36.622237,-119.521126,No,0,12587,No,'4',No,0,1568.35,0.0,3550.95,Yes,'93648'
4984,1921-KYSAY,36,30,36.93,,,34,Olivehurst,4572,United States,39.082568,-121.55325,No,0,6439,No,'4',Yes,0,1514.13,0.0,4391.18,Yes,'95961'
4985,8654-DHAOW,47,7,21.3,,,27,Burson,3527,United States,38.183918,-120.898817,No,0,27,No,'5',No,10,42.6,0.0,154.25,No,'95225'
4986,2143-LJULT,55,0,35.34,,,32,Fresno,5887,United States,36.841655,-119.797113,Yes,1,3258,Yes,'5',No,0,2367.78,0.0,4100.93,No,'93650'
4987,4079-WWQQQ,45,10,0.0,,,24,San Francisco,4266,United States,37.74441,-122.486764,No,0,42959,No,'4',Yes,0,0.0,0.0,4807.45,Yes,'94116'
4988,8397-MVTAZ,22,52,23.09,Other,Poor expertise of online support,72,Sun City,2568,United States,33.69887,-117.25071,Yes,2,13151,Yes,'3',Yes,20,785.06,0.0,4285.06,No,'92587'
4989,5158-RIVOP,32,0,2.52,,,63,Fields Landing,5359,United States,40.726949,-124.217378,Yes,3,228,Yes,'5',No,0,27.72,0.0,230.02,No,'95537'
4990,4012-YCFAI,45,16,22.22,,,79,Riverside,6174,United States,33.885499,-117.324959,Yes,5,17147,Yes,'3',No,0,1333.2,0.0,5099.4,Yes,'92508'
4991,8849-PRIQJ,53,19,3.3,,,49,Simi Valley,4103,United States,34.296813,-118.685703,Yes,7,49027,Yes,'3',Yes,0,221.1,38.34,7464.36,Yes,'93063'
4992,6110-OHIHY,33,3,49.76,Competitor,Competitor offered higher download speeds,89,Burney,4183,United States,40.946785,-121.719489,No,0,4552,No,'2',No,10,149.28,0.0,426.88,No,'96013'
4993,1679-JRFBR,27,48,5.77,,,41,Long Beach,5192,United States,33.864622,-118.179626,Yes,4,91664,Yes,'4',Yes,0,403.9,0.0,8334.45,Yes,'90805'
4994,4690-LLKUA,68,2,40.93,Competitor,Competitor made better offer,93,San Diego,3797,United States,32.957195,-117.202542,No,0,28201,No,'1',No,0,695.81,0.0,1466.41,Yes,'92130'
4995,5364-XYIRR,44,9,21.08,Competitor,Competitor had better devices,91,Los Angeles,4747,United States,34.044639,-118.240413,Yes,1,9732,Yes,'1',Yes,0,1075.08,0.0,5887.83,Yes,'90013'
4996,2344-JMOGN,54,6,17.47,Other,Don't know,72,Buttonwillow,3016,United States,35.451402,-119.488413,Yes,1,2078,Yes,'2',No,0,157.23,0.0,1047.83,Yes,'93206'
4997,6838-YAUVY,26,52,11.76,,,67,Petaluma,4825,United States,38.237018,-122.77872,No,0,31930,No,'3',Yes,0,635.04,0.0,5699.89,Yes,'94952'
4998,3500-NSDOA,35,10,11.12,,,61,Los Angeles,5540,United States,34.008293,-118.346766,Yes,1,30852,Yes,'4',Yes,0,756.16,0.0,5616.11,Yes,'90008'
4999,6865-JZNKO,25,27,19.41,,,65,Los Angeles,2725,United States,34.127194,-118.295647,No,0,48727,No,'4',No,0,582.3,0.0,2112.9,Yes,'90027'
5000,9490-DFPMD,79,17,9.53,Competitor,Competitor made better offer,90,San Diego,4871,United States,32.957195,-117.202542,No,0,28201,No,'2',No,0,400.26,0.0,3941.61,Yes,'92130'
5001,7285-KLOTR,46,17,25.09,,,55,Pacifica,2495,United States,37.573633,-122.455167,Yes,3,38885,Yes,'3',Yes,0,301.08,0.0,1177.83,Yes,'94044'
5002,2925-VDZHY,64,19,28.63,,,46,Sonora,4641,United States,37.982716,-120.343732,Yes,1,25340,Yes,'4',Yes,0,2061.36,0.0,8562.71,Yes,'95370'
5003,3831-YCPUO,38,19,32.23,,,55,Glencoe,6419,United States,38.358464,-120.579304,Yes,3,21,Yes,'3',Yes,0,2320.56,0.0,10175.46,Yes,'95232'
5004,7617-EYGLW,62,0,46.59,,,64,Clearlake Oaks,5820,United States,39.07116,-122.598542,No,0,3684,No,'3',No,0,46.59,0.0,66.04,No,'95423'
5005,0100-DUVFC,66,28,39.49,,,57,Wilmington,5291,United States,33.782068,-118.262263,Yes,3,53323,Yes,'5',No,0,2764.3,6.11,10067.14,Yes,'90744'
5006,3347-YJZZE,60,27,6.73,,,70,Los Osos,4558,United States,35.279984,-120.824288,Yes,6,14859,Yes,'4',Yes,0,195.17,0.0,2406.97,Yes,'93402'
5007,3795-CAWEX,21,71,40.77,,,40,Whitmore,6116,United States,40.637105,-121.906949,Yes,5,843,Yes,'3',Yes,0,2853.9,0.0,11006.2,Yes,'96096'
5008,1376-HHBDV,37,13,10.74,,,71,Santa Monica,4864,United States,34.015481,-118.493231,No,0,5221,No,'3',No,0,322.2,0.0,1858.95,Yes,'90401'
5009,8383-SGHJU,41,7,10.28,,,38,Lake Arrowhead,2853,United States,34.2565,-117.19335,No,0,9793,No,'3',No,0,339.24,0.0,2292.04,Yes,'92352'
5010,9167-APMXZ,23,41,19.2,,,32,Long Beach,3549,United States,33.819814,-118.222416,No,0,35656,No,'3',No,60,422.4,0.0,2304.35,No,'90810'
5011,0107-WESLM,32,0,31.77,Attitude,Attitude of support person,66,West Point,3874,United States,38.41935,-120.469545,No,0,2198,No,'2',No,0,31.77,0.0,51.62,No,'95255'
5012,1052-QJIBV,28,0,20.49,,,53,Colfax,6015,United States,39.084645,-120.894014,Yes,1,8525,Yes,'3',No,0,1454.79,0.0,2852.09,No,'95713'
